Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
6226,Community Medicine-East Utica,HOSP-EC,Hospital Extension Clinic,12/2/2000,1256 Culver Ave,,Utica,New York,13501,3157387186,,,32,Oneida,3,Central New York Regional Office,St Elizabeth Medical Center,598,3202002H,Mohawk Valley Health System,1656 Champlin Ave,,Utica,New York,13502,St Elizabeth Medical Center,2209 Genesee St,,Utica,New York,13501,Not for Profit Corporation,43.080975,-75.205551,"(43.080975, -75.205551)"
6228,Starhill Clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/21/2001,1600 Macombs Rd,,Bronx,New York,10452,7184668800,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Damian Family Care Center,6067,7003246R,Project Samaritan Health Services Inc,137-50 Jamaica Avenue,,Jamaica,New York,11435,,,,,New York,,Not for Profit Corporation,40.845989,-73.917061,"(40.845989, -73.917061)"
6230,NYU Langone Rutherford,HOSP-EC,Hospital Extension Clinic,1/1/2006,305 Second Ave,,New York,New York,10003,2125986570,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.734818,-73.983231,"(40.734818, -73.983231)"
6232,The Grand Rehabilitation and Nursing at River Valley,NH,Residential Health Care Facility - SNF,4/3/2001,140 Main St,,Poughkeepsie,New York,12601,8454547600,8454548234,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,,,1302309N,River Valley Operating Associates LLC,1720 Whitestone Expressway,Suite 500,Whitestone,New York,11357,,,,,New York,,LLC,41.705238,-73.933678,"(41.705238, -73.933678)"
6233,Walton Family Practice,DTC-EC,Diagnostic and Treatment Center Extension Clinic,8/26/1998,1894 Walton Ave,,Bronx,New York,10453,7185833060,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Family Health Center of Harlem,9375,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,40.849613,-73.909203,"(40.849613, -73.909203)"
6236,Canandaigua Family Practice,HOSP-EC,Hospital Extension Clinic,12/13/2000,3170 West St,,Canandaigua,New York,14424,7163966589,,,34,Ontario,2,Western Regional Office - Rochester,F F Thompson Hospital,678,3429000H,FF Thompson Hospital Inc,350 Parrish St,,Canan Daigua,New York,14424,,,,,New York,,Not for Profit Corporation,42.875416,-77.292625,"(42.875416, -77.292625)"
6238,MIC Womens Health Srv-Eastern Parkway,DTC-EC,Diagnostic and Treatment Center Extension Clinic,1/26/1999,1873 Eastern Parkway,,Brooklyn,New York,11233,7184981001,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,MIC Womens Health Srvs-Fort Greene,2872,7002296R,Public Health Solutions,22 Church Street,,New York,New York,10013,,,,,New York,,Not for Profit Corporation,40.676464,-73.908203,"(40.676464, -73.908203)"
6240,LISH at the Family Wellness Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,5/4/2001,120 Plant Street,,Hauppauge,New York,11788,6318513810,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Select Healthcare,914,5154212R,"Long Island Select Healthcare, Inc.",159 Carleton Avenue,,Central Islip,New York,11722,,,,,New York,,Not for Profit Corporation,40.81517,-73.243195,"(40.81517, -73.243195)"
6243,E.J. Noble Health Center Dekalb Junction,,Primary Care Hospital - Critical Access Hospital Extension Clinic,5/24/2000,"2924 County Route 17, P.O. Box 293",,Dekalb Junction,New York,13630,3153473830,,,44,Saint Lawrence,3,Central New York Regional Office,Gouverneur Hospital,812,4423701C,Gouverneur Hospital,c/o Canton-Potsdam Hospital,50 Leroy St,Potsdam,New York,13676,,,,,New York,,Not for Profit Corporation,44.50563,-75.274132,"(44.50563, -75.274132)"
6243,E.J. Noble Health Center Dekalb Junction,,Primary Care Hospital - Critical Access Hospital Extension Clinic,5/24/2000,"2924 County Route 17, P.O. Box 293",,Dekalb Junction,New York,13630,3153473830,,,44,Saint Lawrence,3,Central New York Regional Office,Gouverneur Hospital,812,4423701C,"St. Lawrence Health System, Inc.",50 Leroy Street,,Potsdam,New York,13676,,,,,New York,,Not for Profit Corporation,44.50563,-75.274132,"(44.50563, -75.274132)"
6244,Bethel Nursing & Rehab Center ADHCP,ADHCP,Adult Day Health Care Program - Offsite,3/26/2001,19 Narragansett Ave,,Ossining,New York,10562,9149417300,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,Bethel Nursing & Rehabilitation Center,7278,5921301N,"Bethel Springvale Nursing Home, Inc",67 Springvale Road,,Croton-On-Hudson,New York,10520,,,,,New York,,Not for Profit Corporation,41.173298,-73.843346,"(41.173298, -73.843346)"
6248,Buena Vida Continuing Care & Rehab Center,NH,Residential Health Care Facility - SNF,4/20/2001,48 Cedar Street,,Brooklyn,New York,11221,7184556200,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001383N,Buena Vida Corp,48 Cedar Street,,Brooklyn,New York,11221,,,,,New York,,Not for Profit Corporation,40.696934,-73.927689,"(40.696934, -73.927689)"
6249,L'Refuah Medical & Rehabilitation Center,DTC,Diagnostic and Treatment Center,6/6/2001,1312 38th Street,,Brooklyn,New York,11218,7186863734,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001296R,"L'Refuah Medical & Rehabilitation Center,Inc",571 Mcdonald Ave,,Brooklyn,New York,11218,,,,,New York,,Not for Profit Corporation,40.640945,-73.985405,"(40.640945, -73.985405)"
6250,Adira at Riverside Rehabilitation and Nursing,NH,Residential Health Care Facility - SNF,5/29/2001,120 Odell Ave,,Yonkers,New York,10701,9149643333,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5907318N,L&A Operations LLC,1772 58th Street,,Brooklyn,New York,11204,,,,,New York,,LLC,40.970741,-73.886269,"(40.970741, -73.886269)"
6252,North Country Family Health Center - Lowville,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/6/2000,7785 North State St,,Lowville,New York,13367,3153764500,,,22,Jefferson,3,Central New York Regional Office,"North Country Family Health Center, Inc.",3541,2201202R,"North Country Family Health Center, Inc.",223 J B Wise Place,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,43.795677,-75.498146,"(43.795677, -75.498146)"
6253,Center for Ambulatory Surgery LLC,DTC,Diagnostic and Treatment Center,6/27/2001,550 Orchard Park Rd,,West Seneca,New York,14224,7166774400,,,14,Erie,1,Western Regional Office - Buffalo,,,1474201R,Center for Ambulatory Surgery LLC,550 Orchard Park Rd,,West Seneca,New York,14224,,,,,New York,,LLC,42.832264,-78.779503,"(42.832264, -78.779503)"
6255,Livingston Health Services,HOSP-EC,Hospital Extension Clinic,3/10/2001,50 East South St,,Geneseo,New York,14454,,,,2,Allegany,1,Western Regional Office - Buffalo,Nicholas H Noyes Memorial Hospital,393,2527000H,Nicholas H Noyes Memorial Hospital,111 Clara Barton Street,,Dansville,New York,11437,,,,,New York,,Not for Profit Corporation,42.794079,-77.799957,"(42.794079, -77.799957)"
6256,Wayne Medical Group/The Commons,HOSP-EC,Hospital Extension Clinic,11/15/2000,Route 104&Old Ridge Road,,Williamson,New York,14589,,,,58,Wayne,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Not for Profit Corporation,43.234003,-77.170669,"(43.234003, -77.170669)"
6257,GFH Outpatient Renal Dialysis Center,HOSP-EC,Hospital Extension Clinic,4/24/2001,3 Broad St,,Glen Falls,New York,12801,,,,56,Warren,4,Capital District Regional Office,Glens Falls Hospital,1005,5601000H,Glens Falls Hospital Inc,100 Park Street,,Glens Falls,New York,12801,,,,,New York,,Not for Profit Corporation,43.308777,-73.647751,"(43.308777, -73.647751)"
6258,Urgent Medical Care of Skaneateles,HOSP-EC,Hospital Extension Clinic,12/22/2000,803 West Genesee St,,Skaneateles,New York,13152,,,,33,Onondaga,3,Central New York Regional Office,Auburn Community Hospital,85,0501000H,Auburn Community Hospital,Lansing Street,,Auburn,New York,13021,,,,,New York,,Not for Profit Corporation,42.944115,-76.447044,"(42.944115, -76.447044)"
6259,Developmental Evaluation Center,HOSP-EC,Hospital Extension Clinic,2/5/2001,215 Bassett St,,Syracuse,New York,13210,3154724404,,,33,Onondaga,3,Central New York Regional Office,University Hospital SUNY Health Science Center,635,3301007H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,43.043533,-76.121902,"(43.043533, -76.121902)"
6262,Metro Community Health Center Brooklyn,DTC-EC,Diagnostic and Treatment Center Extension Clinic,6/15/2001,842 A Lefferts Avenue,,Brooklyn,New York,11203,2124137298,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Metro Community Health Center Bronx,4506,7000285R,"Metro Community Health Centers, Inc.",979 Cross Bronx Expressway,,Bronx,New York,10460,,,,,New York,,Not for Profit Corporation,40.66324,-73.93297,"(40.66324, -73.93297)"
6264,"Mobile Health Care, LLC",DTC,Diagnostic and Treatment Center,8/1/2007,791 West Broadway,,Woodmere,New York,11598,9144177882,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950211R,"Mobile Health Care, LLC",791 West Broadway,,Woodmere,New York,11598,,,,,New York,,LLC,40.630501,-73.717102,"(40.630501, -73.717102)"
6265,HASC Diagnostic & Treatment Center Inc,DTC,Diagnostic and Treatment Center,7/5/2001,1221 East 14th St,,Brooklyn,New York,11230,7184344600,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001298R,"HASC Diagnostic and Treatment Center, Inc",1221 East 14th St,,Brooklyn,New York,11230,,,,,New York,,Not for Profit Corporation,40.619778,-73.961235,"(40.619778, -73.961235)"
6266,Camillus Surgery Center,DTC,Diagnostic and Treatment Center,7/19/2001,5700 West Genesee Street,,Camillus,New York,13031,3157019378,3157010871,,33,Onondaga,3,Central New York Regional Office,,,3350200R,"West ASC, LLC",5700 West Genesee Street,,Camillus,New York,13031,,,,,New York,,LLC,43.039978,-76.293015,"(43.039978, -76.293015)"
6270,New Hyde Park Dialysis Center,DTC,Diagnostic and Treatment Center,7/30/2001,1574-78 Hillside Ave,,New Hyde Park,New York,11040,5163275555,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2912200R,New Hyde Park Dialysis Center LLC,1574-78 Hillside Ave,,New Hyde Park,New York,11040,,,,,New York,,LLC,40.747787,-73.685677,"(40.747787, -73.685677)"
6271,Metro Community Health Center Queens,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/27/2001,51-40 59th Street,,Woodside,New York,11377,7186312931,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Metro Community Health Center Bronx,4506,7000285R,"Metro Community Health Centers, Inc.",979 Cross Bronx Expressway,,Bronx,New York,10460,,,,,New York,,Not for Profit Corporation,40.735371,-73.906448,"(40.735371, -73.906448)"
6272,ICL Healthcare Choices Inc,DTC,Diagnostic and Treatment Center,7/9/2001,6209 16th Ave,,Brooklyn,New York,11204,7182340073,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001299R,ICL Healthcare Choices Inc,6209 16th Ave,,Brooklyn,New York,11204,,,,,New York,,Not for Profit Corporation,40.623581,-73.993164,"(40.623581, -73.993164)"
6276,Edison Technical&Occupational Center,HOSP-SB,School Based Hospital Extension Clinic,5/16/2001,655 Colfax St,,Rochester,New York,14606,7166472000,,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Not for Profit Corporation,43.177231,-77.669785,"(43.177231, -77.669785)"
6277,John James Audubon Elem. School 33,HOSP-SB,School Based Hospital Extension Clinic,8/24/2001,500 Webster Ave,,Rochester,New York,14609,7164829290,,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Not for Profit Corporation,43.169903,-77.571609,"(43.169903, -77.571609)"
6281,Pediatric & Adolescent Med Clinic,HOSP-EC,Hospital Extension Clinic,9/15/1998,410 Lakevile Rd,,New Hyde Park,New York,11040,5164654377,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630,7003004H,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,Not for Profit Corporation,40.734882,-73.688087,"(40.734882, -73.688087)"
6283,Hemodialysis/CAPD Outpatient Center,HOSP-EC,Hospital Extension Clinic,7/6/2001,37 Albany Ave,,Kingston,New York,12401,9143313131,,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,HealthAlliance Hospital Broadway Campus,990,5501001H,"Health Alliance, Inc",741 Grant Street,,Lake Katrine,New York,12449,HealthAlliance Hospital Broadway Campus,396 Broadway,,Kingston,New York,12401,Not for Profit Corporation,41.932644,-74.014091,"(41.932644, -74.014091)"
6284,U.S. Renal Care Pelham Parkway Dialysis,DTC,Diagnostic and Treatment Center,7/30/2001,1225 Morris Park Ave.,,Bronx,New York,10461,7184091909,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000288R,"USRC Pelham, LLC",1400 Pelham Parkway South,,Bronx,New York,10461,,,,,New York,,LLC,40.851233,-73.847719,"(40.851233, -73.847719)"
6285,Sleep Disorder/Pulmonary Function Testing Services,HOSP-EC,Hospital Extension Clinic,7/23/2001,2337 South Clinton Avenue,,Rochester,New York,14618,5857563790,,,27,Monroe,2,Western Regional Office - Rochester,Strong Memorial Hospital,413,2701005H,University of Rochester Inc,601 Elmwood Avenue,,Rochester,New York,14620,,,,,New York,,Not for Profit Corporation,43.113281,-77.597427,"(43.113281, -77.597427)"
6286,Culver Medical Group,HOSP-EC,Hospital Extension Clinic,6/29/2001,913 Culver Rd,,Rochester,New York,14609,7166545432,,,27,Monroe,2,Western Regional Office - Rochester,Highland Hospital,409,2701001H,"Strong Partners Health System, Inc.",601 Elmwood Avenue,,Rochester,New York,14642,Highland Hospital of Rochester Inc,South Avenue At Bellevue Dr,,Rochester,New York,14620,Not for Profit Corporation,43.161713,-77.565269,"(43.161713, -77.565269)"
6288,Ryan/Chelsea-Clinton Community Health Center,DTC,Diagnostic and Treatment Center,9/5/2001,645 Tenth Ave,,New York,New York,10036,2122654500,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002169R,"Ryan/Chelsea-Clinton Community Health Center, Inc.",645 Tenth Ave,,New York,New York,10036,,,,,New York,,Not for Profit Corporation,40.76181,-73.99395,"(40.76181, -73.99395)"
6290,Medcare,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/26/2007,217 Beach 95th St,,Rockaway Beach,New York,11693,7186349384,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Medcare LLC,6754,7003268R,"Medcare, LLC",468 Lafayette Avenue,,Brooklyn,New York,11205,,,,,New York,,LLC,40.585808,-73.817467,"(40.585808, -73.817467)"
6291,Geneva General Hospital Adult Day Care Center,ADHCP,Adult Day Health Care Program - Offsite,9/12/2001,116 Lewis St,,Geneva,New York,14456,3157874710,,,34,Ontario,2,Western Regional Office - Rochester,Living Center at Geneva - South,674,3402302N,Geneva Nursing Home Inc,196-198 North St,,Geneva,New York,14456,,,,,New York,,Not for Profit Corporation,42.870983,-76.98558,"(42.870983, -76.98558)"
6292,Mobile Dental Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,4/30/2001,533 West 218th St,,New York,New York,10034,2123051045,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Columbia University Health Care Inc,7078,7002157R,"Columbia University Health Care, Inc",630 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.872353,-73.916695,"(40.872353, -73.916695)"
6294,GFH Sleep Lab,HOSP-EC,Hospital Extension Clinic,10/15/2001,92 Broad Street,,Glens Falls,New York,12801,5189265333,,,56,Warren,4,Capital District Regional Office,Glens Falls Hospital,1005,5601000H,Glens Falls Hospital Inc,100 Park Street,,Glens Falls,New York,12801,,,,,New York,,Not for Profit Corporation,43.306362,-73.653275,"(43.306362, -73.653275)"
6295,Main Street Radiology at Bayside LLC,DTC,Diagnostic and Treatment Center,9/21/2001,32-25 Francis Lewis Blvd,,Bayside,New York,11361,7184281500,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003259R,Main Street Radiology at Bayside LLC,32-11 Francis Lewis Blvd,,Bayside,New York,11361,,,,,New York,,LLC,40.758674,-73.783749,"(40.758674, -73.783749)"
6296,Orange Regional Radiation Oncology Ext Cl,HOSP-EC,Hospital Extension Clinic,6/14/2000,70 Hatfield Lane,,Goshen,New York,10924,8452949708,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,Orange Regional Medical Center,699,3523000H,"Greater Hudson Valley Health System, Inc.",4 Harriman Drive,,Goshen,New York,10924,Orange Regional Medical Center,4 Harriman Drive,,Goshen,New York,10924,Not for Profit Corporation,41.39661,-74.343681,"(41.39661, -74.343681)"
6299,Dr Martin Luther King Oncology Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/15/2001,1650 Grand Concourse,,Bronx,New York,10457,7182398321,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Dr Martin Luther King Jr Health Center Inc,1195,7000212R,The Martin Luther King Jr Health Ctr Inc,3674 Third Avenue,,Bronx,New York,10456,,,,,New York,,Not for Profit Corporation,40.843609,-73.911545,"(40.843609, -73.911545)"
6300,New York State Veterans Home at Montrose,NH,Residential Health Care Facility - SNF,10/5/2001,2090 Albany Post Rd,,Montrose,New York,10548,9147886000,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5951300N,New York State Department of Health,Empire State Plaza,Corning Tower  Room 1683,Albany,New York,12237,,,,,New York,,State,41.24361,-73.925385,"(41.24361, -73.925385)"
6301,PS 155,HOSP-SB,School Based Hospital Extension Clinic,3/1/2001,130-02 115th Ave,,South Ozone Park,New York,11420,7187402060,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Jamaica Hospital Medical Center,1629,7003003H,Jamaica Hospital Inc,89th Ave & Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.679634,-73.810173,"(40.679634, -73.810173)"
6302,PS 223,HOSP-SB,School Based Hospital Extension Clinic,3/1/2001,125-20 Sutphin Blvd,,Jamaica,New York,11434,7187402060,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Jamaica Hospital Medical Center,1629,7003003H,Jamaica Hospital Inc,89th Ave & Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.674678,-73.790395,"(40.674678, -73.790395)"
6303,Campus Magnet High School,HOSP-SB,School Based Hospital Extension Clinic,3/1/2001,207-01 116th Ave,,Cambria Heights,New York,11411,7187402060,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Jamaica Hospital Medical Center,1629,7003003H,Jamaica Hospital Inc,89th Ave & Van Wyck Expressway,,Jamaica,New York,11418,,,,,New York,,Not for Profit Corporation,40.698013,-73.745186,"(40.698013, -73.745186)"
6304,Albany Regional Eye Surgery Center,DTC,Diagnostic and Treatment Center,8/28/2001,5 Johnson Road,,Latham,New York,12110,5187821181,,,1,Albany,4,Capital District Regional Office,,,0153204R,Albany Regional Eye Surgery Center LLC,5 Johnson Road,,Latham,New York,12110,,,,,New York,,LLC,42.762611,-73.748634,"(42.762611, -73.748634)"
6305,Enrico Fermi School Performing Arts,HOSP-SB,School Based Hospital Extension Clinic,4/23/2001,27 Poplar  St,,Yonkers,New York,10701,,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,St Joseph's Medical Center,1098,5907002H,"St. Josephs Hospital, Yonkers",127 S Broadway,,Yonkers,New York,10701,,,,,New York,,Not for Profit Corporation,40.931252,-73.891037,"(40.931252, -73.891037)"
6308,Columbia University Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/2/2001,60 Haven Ave,,New York,New York,10032,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Utica Avenue Dialysis Clinic,5652,7001276R,"Empire State DC, Inc",1305 Utica Avenue,,Brooklyn,New York,11203,,,,,New York,,Business Corporation,40.843445,-73.942924,"(40.843445, -73.942924)"
6309,Cornerstone Family Healthcare:  Goshen Dental and Audiology,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/15/2001,2 Fletcher St,,Goshen,New York,10924,8452948806,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,2532,3529200R,Cornerstone Family Healthcare,2570 U. S. Route 92,,Cornwall,New York,12518,,,,,New York,,Not for Profit Corporation,41.403687,-74.33493,"(41.403687, -74.33493)"
6312,Fulton Commons Care Center Inc,NH,Residential Health Care Facility - SNF,10/18/2001,60 Merrick Ave,,East Meadows,New York,11554,5162229300,5162229333,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950317N,Fulton Commons Care Center Inc,60 Merrick Ave,,East Meadows,New York,11554,,,,,New York,,Business Corporation,40.721088,-73.577988,"(40.721088, -73.577988)"
6313,Jefferson's Ferry,NH,Residential Health Care Facility - SNF,9/4/2001,500 Mather Drive,,So  Setauket,New York,11720,6316502600,6316503254,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151317N,Active Retirement Community Inc,1 Jefferson Ferry Dr,,So. Setauket,New York,11720,,,,,New York,,Not for Profit Corporation,40.898117,-73.079689,"(40.898117, -73.079689)"
6314,NYU Winthrop Hospital Diagnostic Center,HOSP-EC,Hospital Extension Clinic,9/11/2001,222 Station Plaza North,,Mineola,New York,11501,5166632300,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,NYU Winthrop Hospital,511,2908000H,NYU Langone Health System,550 First Avenue,,New York,New York,10016,NYU Winthrop Hospital,259 First St,,Mineola,New York,11501,Not for Profit Corporation,40.740757,-73.640533,"(40.740757, -73.640533)"
6318,Rego Park ADHCP,ADHCP,Adult Day Health Care Program - Offsite,12/17/2001,145-18 34th Ave,,Flushing,New York,11368,,,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Rego Park Nursing Home,1693,7003392N,Rego Park Nursing Home Ltd,111-26 Park Nursing Home,,Flushing,New York,11368,,,,,New York,,Business Corporation,40.767048,-73.822151,"(40.767048, -73.822151)"
6322,"ODA Primary Health Network, Inc.",DTC-EC,Diagnostic and Treatment Center Extension Clinic,3/30/2001,432 Bedford Avenue,,Brooklyn,New York,11211,7184653265,7184797358,,7095,Kings,5,Metropolitan Area Regional Office - New York City,"ODA Primary Health Care Network, Inc",845,7001254R,"ODA Primary Health Care Network, Inc.",128 Rutledge St,,Brooklyn,New York,11211,,,,,New York,,Not for Profit Corporation,40.709152,-73.964172,"(40.709152, -73.964172)"
6323,SDTC - the Center for Discovery Inc,DTC,Diagnostic and Treatment Center,2/28/2002,606 Old Route 17,,Monticello,New York,12701,8457941400,,,52,Sullivan,6,Metropolitan Area Regional Office - New Rochelle,,,5263200R,SDTC - the Center for Discovery Inc,102 Wawanda Avenue,,Liberty,New York,12754,,,,,New York,,Not for Profit Corporation,41.696243,-74.731583,"(41.696243, -74.731583)"
6324,Island Nursing and Rehab Center,NH,Residential Health Care Facility - SNF,10/19/2001,5537 Expressway Drive North,,Holtsville,New York,11742,6317583336,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151318N,Island Rehabilitation and Nursing Center Inc,5537 Expressway Drive North,,Holtsville,New York,11742,,,,,New York,,Not for Profit Corporation,40.823509,-73.026375,"(40.823509, -73.026375)"
6325,Hudson River Healthcare Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/1/2001,3174 Route 22,,Dover Plains,New York,12522,8458774793,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,"Hudson River Healthcare, Inc",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,41.74168,-73.581947,"(41.74168, -73.581947)"
6326,Hudson River Healthcare Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/1/2001,Route 343 P.O. Box 3360,,Amenia,New York,12501,8453739006,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,"Hudson River Healthcare, Inc",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,41.849525,-73.556816,"(41.849525, -73.556816)"
6327,Hudson River Healthcare Inc,DTC-EC,Diagnostic and Treatment Center Extension Clinic,7/1/2001,19 Pilch Drive,,Pine Plains,New York,12567,5183981100,,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,"Hudson River Healthcare, Inc",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,41.973192,-73.654488,"(41.973192, -73.654488)"
6329,The Ambulatory Surgery Center of Westchester,DTC,Diagnostic and Treatment Center,2/22/2002,34 South Bedford Road,,Mount Kisco,New York,10549,9142446789,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5946202R,Mt Kisco Surgery Centers LLC,34 South Bedford Road,,Mt Kisco,New York,10549,,,,,New York,,LLC,41.196594,-73.722672,"(41.196594, -73.722672)"
6333,Horton Ct Scan at Maltese Drive,HOSP-EC,Hospital Extension Clinic,8/31/2002,111 Maltese Dr,,Middletown,New York,10940,8453445225,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,Orange Regional Medical Center,699,3523000H,"Greater Hudson Valley Health System, Inc.",4 Harriman Drive,,Goshen,New York,10924,Orange Regional Medical Center,4 Harriman Drive,,Goshen,New York,10924,Not for Profit Corporation,41.457291,-74.386108,"(41.457291, -74.386108)"
6334,Maria Regina Residence Inc,NH,Residential Health Care Facility - SNF,12/21/2001,1725 Brentwood Rd - Bldg 1,,Brentwood,New York,11717,6312734500,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154321N,Maria Regina Residence Inc,1725 Brentwood  Rd,,Brentwood,New York,11717,,,,,New York,,Not for Profit Corporation,40.772499,-73.246109,"(40.772499, -73.246109)"
6338,Healthworks Wellness & Fitness Center,HOSP-EC,Hospital Extension Clinic,11/20/2001,9768 Lynn Morse Dr,,Painted Post,New York,14870,6079377200,,,50,Steuben,2,Western Regional Office - Rochester,Corning Hospital,866,5001000H,The Guthrie Clinic,1 Guthrie Square,,Sayre,New York,18840,Corning Hospital Inc,South Wilbur Ave,,"Sayre, Pa",New York,18840,Not for Profit Corporation,42.166599,-77.111038,"(42.166599, -77.111038)"
6339,Jones Memorial Healthcare Center,HOSP-EC,Hospital Extension Clinic,12/15/2000,5877 Old State Route 19,,Belmont,New York,14813,7162685700,,,2,Allegany,1,Western Regional Office - Buffalo,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,39,0228000H,The Memorial Hospital of William F & Gertrude F Jones Inc,191 North Main Street,,Wellsville,New York,14895,,,,,New York,,Not for Profit Corporation,42.230042,-78.048813,"(42.230042, -78.048813)"
